 ===============================================================
         Steady state solution for a 2D rectangular plate       
             with borders at constant temperature               
                 Adimensional temperatures                      
 ===============================================================
                 Author: Dickson Alves de Souza                 
    Based on lectures by professor Roberto Parreiras Tavares    
       and book Numerical Heat Transfer and Fluid Flow          
       by Suhas V. Patankar (1980)                              
                                                                
               Federal University of Minas Gerais               
                      September 21st, 2017                      
 ===============================================================
                       Input parameters:                        
 
 Lenght in X direction:     2.500000
 Lenght in Y direction:     2.500000
 Nodes in X direction:            51
 Nodes in Y direction:            51
 Temperature T1 (left, right and bottom borders):  1200.000000
 Temperature T2 (top border):                       700.000000
 
 SOLUTION of LINEAR SYSTEM: Comparison of four methods
 1 - Jacobi Method
 2 - Gauss-Seidel Method
 3 - TDMA method without ADI
 4 - TDMA method with ADI
 
     No relaxation applied to solution.
 Tolerance: 0.100000E-04
 
 Iterations -  Jacobi Method:                   6456
 Iterations -  Gauss-Seidel Method:             3403
 Iterations -  TDMA method without ADI:         1791
 Iterations -  TDMA method with ADI:            1801
 
 ============================================================================================================
                                            Calculation Results                                              
                                            Adimensional Values                                              
 ============================================================================================================
            I           J         X/L         Y/W       T_Jac  T_Gaus_Sei      T_TDMA  T_TDMA_ADI   Exact Sol
           27          17    0.540000    0.340000    0.139609    0.139605    0.139602    0.139602    0.139575
           27          18    0.540000    0.360000    0.150913    0.150908    0.150906    0.150906    0.150879
           27          19    0.540000    0.380000    0.162782    0.162778    0.162775    0.162775    0.162750
           27          20    0.540000    0.400000    0.175259    0.175254    0.175252    0.175252    0.175228
           27          21    0.540000    0.420000    0.188385    0.188380    0.188378    0.188378    0.188357
           27          22    0.540000    0.440000    0.202204    0.202199    0.202196    0.202196    0.202178
           27          23    0.540000    0.460000    0.216759    0.216754    0.216751    0.216751    0.216737
           27          24    0.540000    0.480000    0.232096    0.232091    0.232088    0.232088    0.232079
           27          25    0.540000    0.500000    0.248261    0.248256    0.248253    0.248253    0.248249
           27          26    0.540000    0.520000    0.265301    0.265296    0.265293    0.265293    0.265295
           27          27    0.540000    0.540000    0.283261    0.283256    0.283254    0.283254    0.283263
           27          28    0.540000    0.560000    0.302189    0.302184    0.302182    0.302182    0.302199
           27          29    0.540000    0.580000    0.322130    0.322125    0.322123    0.322123    0.322150
           27          30    0.540000    0.600000    0.343129    0.343124    0.343121    0.343121    0.343158
           27          31    0.540000    0.620000    0.365227    0.365222    0.365220    0.365220    0.365267
           27          32    0.540000    0.640000    0.388464    0.388459    0.388457    0.388457    0.388516
           27          33    0.540000    0.660000    0.412876    0.412872    0.412870    0.412870    0.412941
           27          34    0.540000    0.680000    0.438494    0.438490    0.438488    0.438488    0.438571
           27          35    0.540000    0.700000    0.465344    0.465339    0.465337    0.465337    0.465433
           27          36    0.540000    0.720000    0.493441    0.493437    0.493435    0.493436    0.493543
           27          37    0.540000    0.740000    0.522797    0.522793    0.522791    0.522792    0.522910
           27          38    0.540000    0.760000    0.553410    0.553406    0.553405    0.553405    0.553533
           27          39    0.540000    0.780000    0.585267    0.585264    0.585263    0.585263    0.585399
           27          40    0.540000    0.800000    0.618345    0.618342    0.618340    0.618340    0.618483
           27          41    0.540000    0.820000    0.652603    0.652600    0.652599    0.652599    0.652744
           27          42    0.540000    0.840000    0.687988    0.687985    0.687984    0.687984    0.688128
           27          43    0.540000    0.860000    0.724429    0.724427    0.724426    0.724426    0.724565
           27          44    0.540000    0.880000    0.761841    0.761839    0.761838    0.761838    0.761968
           27          45    0.540000    0.900000    0.800122    0.800120    0.800120    0.800120    0.800236
           27          46    0.540000    0.920000    0.839154    0.839152    0.839152    0.839152    0.839251
           27          47    0.540000    0.940000    0.878806    0.878805    0.878804    0.878804    0.878882
           27          48    0.540000    0.960000    0.918934    0.918933    0.918933    0.918933    0.918987
           27          49    0.540000    0.980000    0.959385    0.959385    0.959385    0.959385    0.959412
           27          50    0.540000    1.000000    1.000000    1.000000    1.000000    1.000000    1.000000
           28           0    0.560000    0.000000    0.000000    0.000000    0.000000    0.000000    0.000000
           28           1    0.560000    0.020000    0.006801    0.006801    0.006800    0.006800    0.006798
           28           2    0.560000    0.040000    0.013628    0.013628    0.013627    0.013627    0.013622
           28           3    0.560000    0.060000    0.020509    0.020508    0.020508    0.020507    0.020500
           28           4    0.560000    0.080000    0.027469    0.027468    0.027467    0.027467    0.027458
           28           5    0.560000    0.100000    0.034536    0.034535    0.034534    0.034534    0.034522
           28           6    0.560000    0.120000    0.041738    0.041736    0.041735    0.041735    0.041721
           28           7    0.560000    0.140000    0.049101    0.049099    0.049098    0.049098    0.049082
           28           8    0.560000    0.160000    0.056655    0.056653    0.056652    0.056652    0.056633
           28           9    0.560000    0.180000    0.064429    0.064427    0.064425    0.064425    0.064405
           28          10    0.560000    0.200000    0.072452    0.072449    0.072448    0.072448    0.072425
           28          11    0.560000    0.220000    0.080755    0.080752    0.080751    0.080751    0.080727
           28          12    0.560000    0.240000    0.089370    0.089366    0.089365    0.089365    0.089339
           28          13    0.560000    0.260000    0.098328    0.098325    0.098323    0.098323    0.098296
           28          14    0.560000    0.280000    0.107664    0.107660    0.107659    0.107658    0.107631
           28          15    0.560000    0.300000    0.117412    0.117408    0.117406    0.117406    0.117378
           28          16    0.560000    0.320000    0.127608    0.127604    0.127602    0.127602    0.127574
           28          17    0.560000    0.340000    0.138289    0.138285    0.138283    0.138283    0.138255
           28          18    0.560000    0.360000    0.149494    0.149489    0.149487    0.149487    0.149460
           28          19    0.560000    0.380000    0.161262    0.161257    0.161255    0.161255    0.161228
           28          20    0.560000    0.400000    0.173633    0.173629    0.173626    0.173626    0.173602
           28          21    0.560000    0.420000    0.186651    0.186647    0.186644    0.186644    0.186622
           28          22    0.560000    0.440000    0.200359    0.200354    0.200352    0.200352    0.200333
           28          23    0.560000    0.460000    0.214802    0.214797    0.214795    0.214795    0.214779
           28          24    0.560000    0.480000    0.230025    0.230020    0.230017    0.230017    0.230006
           28          25    0.560000    0.500000    0.246075    0.246070    0.246067    0.246067    0.246061
           28          26    0.560000    0.520000    0.262999    0.262994    0.262991    0.262991    0.262991
           28          27    0.560000    0.540000    0.280845    0.280840    0.280837    0.280837    0.280844
           28          28    0.560000    0.560000    0.299660    0.299655    0.299653    0.299653    0.299667
           28          29    0.560000    0.580000    0.319492    0.319487    0.319485    0.319485    0.319508
           28          30    0.560000    0.600000    0.340387    0.340382    0.340380    0.340380    0.340413
           28          31    0.560000    0.620000    0.362388    0.362384    0.362381    0.362381    0.362426
           28          32    0.560000    0.640000    0.385539    0.385534    0.385532    0.385532    0.385588
           28          33    0.560000    0.660000    0.409877    0.409872    0.409870    0.409870    0.409938
           28          34    0.560000    0.680000    0.435435    0.435431    0.435429    0.435429    0.435509
           28          35    0.560000    0.700000    0.462243    0.462239    0.462237    0.462237    0.462330
           28          36    0.560000    0.720000    0.490321    0.490317    0.490316    0.490316    0.490421
           28          37    0.560000    0.740000    0.519683    0.519679    0.519677    0.519677    0.519794
           28          38    0.560000    0.760000    0.550329    0.550326    0.550324    0.550324    0.550452
           28          39    0.560000    0.780000    0.582252    0.582249    0.582247    0.582247    0.582384
