 ===============================================================
         Steady state solution for a 2D rectangular plate       
             with borders at constant temperature               
                     Absolute temperatures                      
 ===============================================================
                 Author: Dickson Alves de Souza                 
    Based on lectures by professor Roberto Parreiras Tavares    
       and book Numerical Heat Transfer and Fluid Flow          
       by Suhas V. Patankar (1980)                              
                                                                
               Federal University of Minas Gerais               
                      September 21st, 2017                      
 ===============================================================
                       Input parameters:                        
 
 Lenght in X direction:       5.0000
 Lenght in Y direction:       5.0000
 Nodes in X direction:           200
 Nodes in Y direction:           200
 Temperature T1 (left, right and bottom borders):    1200.0000
 Temperature T2 (top border):                         700.0000
 
 SOLUTION of LINEAR SYSTEM: Gauss-Seidel method
     No relaxation applied to solution.
 Tolerance:   0.1000E-03
 
 Iterations:                 33604
 ========================================================================
                    Calculation Results                                  
 ========================================================================
            I           J           X           Y           T   Exact Sol
           42         182      1.0553      4.5729    832.6258    832.6778
           42         183      1.0553      4.5980    825.4704    825.5186
           42         184      1.0553      4.6231    818.2084    818.2528
           42         185      1.0553      4.6482    810.8435    810.8841
           42         186      1.0553      4.6734    803.3795    803.4166
           42         187      1.0553      4.6985    795.8211    795.8547
           42         188      1.0553      4.7236    788.1731    788.2034
           42         189      1.0553      4.7487    780.4412    780.4682
           42         190      1.0553      4.7739    772.6312    772.6550
           42         191      1.0553      4.7990    764.7494    764.7703
           42         192      1.0553      4.8241    756.8026    756.8206
           42         193      1.0553      4.8492    748.7982    748.8134
           42         194      1.0553      4.8744    740.7434    740.7559
           42         195      1.0553      4.8995    732.6463    732.6562
           42         196      1.0553      4.9246    724.5150    724.5224
           42         197      1.0553      4.9497    716.3578    716.3637
           42         198      1.0553      4.9749    708.1833    708.2220
           42         199      1.0553      5.0000    700.0000    700.0000
           43           0      1.0804      0.0000   1200.0000   1200.0000
           43           1      1.0804      0.0251   1199.4480   1199.4521
           43           2      1.0804      0.0503   1198.8959   1198.9041
           43           3      1.0804      0.0754   1198.3436   1198.3558
           43           4      1.0804      0.1005   1197.7908   1197.8070
           43           5      1.0804      0.1256   1197.2375   1197.2578
           43           6      1.0804      0.1508   1196.6834   1196.7078
           43           7      1.0804      0.1759   1196.1286   1196.1570
           43           8      1.0804      0.2010   1195.5727   1195.6052
           43           9      1.0804      0.2261   1195.0158   1195.0522
           43          10      1.0804      0.2513   1194.4576   1194.4981
           43          11      1.0804      0.2764   1193.8980   1193.9425
           43          12      1.0804      0.3015   1193.3369   1193.3854
           43          13      1.0804      0.3266   1192.7741   1192.8266
           43          14      1.0804      0.3518   1192.2095   1192.2659
           43          15      1.0804      0.3769   1191.6430   1191.7033
           43          16      1.0804      0.4020   1191.0743   1191.1386
           43          17      1.0804      0.4271   1190.5034   1190.5716
           43          18      1.0804      0.4523   1189.9301   1190.0022
           43          19      1.0804      0.4774   1189.3543   1189.4303
           43          20      1.0804      0.5025   1188.7758   1188.8557
           43          21      1.0804      0.5276   1188.1945   1188.2782
           43          22      1.0804      0.5528   1187.6102   1187.6977
           43          23      1.0804      0.5779   1187.0228   1187.1141
           43          24      1.0804      0.6030   1186.4321   1186.5272
           43          25      1.0804      0.6281   1185.8381   1185.9369
           43          26      1.0804      0.6533   1185.2404   1185.3429
           43          27      1.0804      0.6784   1184.6390   1184.7452
           43          28      1.0804      0.7035   1184.0338   1184.1437
           43          29      1.0804      0.7286   1183.4245   1183.5380
           43          30      1.0804      0.7538   1182.8110   1182.9281
           43          31      1.0804      0.7789   1182.1932   1182.3139
           43          32      1.0804      0.8040   1181.5709   1181.6951
           43          33      1.0804      0.8291   1180.9439   1181.0717
           43          34      1.0804      0.8543   1180.3121   1180.4433
           43          35      1.0804      0.8794   1179.6753   1179.8100
           43          36      1.0804      0.9045   1179.0333   1179.1715
           43          37      1.0804      0.9296   1178.3861   1178.5276
           43          38      1.0804      0.9548   1177.7333   1177.8782
           43          39      1.0804      0.9799   1177.0749   1177.2231
           43          40      1.0804      1.0050   1176.4107   1176.5621
           43          41      1.0804      1.0302   1175.7404   1175.8951
           43          42      1.0804      1.0553   1175.0640   1175.2219
           43          43      1.0804      1.0804   1174.3813   1174.5423
           43          44      1.0804      1.1055   1173.6920   1173.8561
           43          45      1.0804      1.1307   1172.9960   1173.1632
           43          46      1.0804      1.1558   1172.2931   1172.4633
           43          47      1.0804      1.1809   1171.5831   1171.7563
           43          48      1.0804      1.2060   1170.8658   1171.0420
           43          49      1.0804      1.2312   1170.1411   1170.3202
           43          50      1.0804      1.2563   1169.4087   1169.5906
           43          51      1.0804      1.2814   1168.6684   1168.8532
           43          52      1.0804      1.3065   1167.9201   1168.1077
           43          53      1.0804      1.3317   1167.1636   1167.3538
           43          54      1.0804      1.3568   1166.3986   1166.5915
           43          55      1.0804      1.3819   1165.6249   1165.8204
           43          56      1.0804      1.4070   1164.8423   1165.0404
           43          57      1.0804      1.4322   1164.0507   1164.2513
           43          58      1.0804      1.4573   1163.2497   1163.4528
           43          59      1.0804      1.4824   1162.4392   1162.6447
           43          60      1.0804      1.5075   1161.6190   1161.8269
           43          61      1.0804      1.5327   1160.7888   1160.9990
           43          62      1.0804      1.5578   1159.9483   1160.1608
           43          63      1.0804      1.5829   1159.0975   1159.3121
           43          64      1.0804      1.6080   1158.2359   1158.4527
           43          65      1.0804      1.6332   1157.3634   1157.5823
           43          66      1.0804      1.6583   1156.4798   1156.7007
           43          67      1.0804      1.6834   1155.5847   1155.8076
           43          68      1.0804      1.7085   1154.6779   1154.9028
           43          69      1.0804      1.7337   1153.7592   1153.9860
           43          70      1.0804      1.7588   1152.8283   1153.0569
           43          71      1.0804      1.7839   1151.8849   1152.1153
           43          72      1.0804      1.8090   1150.9288   1151.1609
           43          73      1.0804      1.8342   1149.9596   1150.1934
           43          74      1.0804      1.8593   1148.9772   1149.2125
           43          75      1.0804      1.8844   1147.9811   1148.2180
           43          76      1.0804      1.9095   1146.9711   1147.2095
           43          77      1.0804      1.9347   1145.9469   1146.1867
           43          78      1.0804      1.9598   1144.9083   1145.1494
           43          79      1.0804      1.9849   1143.8548   1144.0972
           43          80      1.0804      2.0101   1142.7861   1143.0298
           43          81      1.0804      2.0352   1141.7020   1141.9469
           43          82      1.0804      2.0603   1140.6021   1140.8481
           43          83      1.0804      2.0854   1139.4860   1139.7331
           43          84      1.0804      2.1106   1138.3535   1138.6015
           43          85      1.0804      2.1357   1137.2041   1137.4530
           43          86      1.0804      2.1608   1136.0375   1136.2873
           43          87      1.0804      2.1859   1134.8533   1135.1039
           43          88      1.0804      2.2111   1133.6512   1133.9026
           43          89      1.0804      2.2362   1132.4307   1132.6828
           43          90      1.0804      2.2613   1131.1915   1131.4442
           43          91      1.0804      2.2864   1129.9331   1130.1863
           43          92      1.0804      2.3116   1128.6551   1128.9089
           43          93      1.0804      2.3367   1127.3572   1127.6114
           43          94      1.0804      2.3618   1126.0389   1126.2934
           43          95      1.0804      2.3869   1124.6997   1124.9545
           43          96      1.0804      2.4121   1123.3391   1123.5942
           43          97      1.0804      2.4372   1121.9568   1122.2121
           43          98      1.0804      2.4623   1120.5522   1120.8076
           43          99      1.0804      2.4874   1119.1249   1119.3803
           43         100      1.0804      2.5126   1117.6742   1117.9297
           43         101      1.0804      2.5377   1116.1999   1116.4553
           43         102      1.0804      2.5628   1114.7012   1114.9565
           43         103      1.0804      2.5879   1113.1777   1113.4328
           43         104      1.0804      2.6131   1111.6287   1111.8836
           43         105      1.0804      2.6382   1110.0538   1110.3084
           43         106      1.0804      2.6633   1108.4524   1108.7066
           43         107      1.0804      2.6884   1106.8238   1107.0775
           43         108      1.0804      2.7136   1105.1675   1105.4207
           43         109      1.0804      2.7387   1103.4827   1103.7353
           43         110      1.0804      2.7638   1101.7689   1102.0209
           43         111      1.0804      2.7889   1100.0254   1100.2767
           43         112      1.0804      2.8141   1098.2515   1098.5020
           43         113      1.0804      2.8392   1096.4465   1096.6962
           43         114      1.0804      2.8643   1094.6096   1094.8585
           43         115      1.0804      2.8894   1092.7402   1092.9881
           43         116      1.0804      2.9146   1090.8375   1091.0844
           43         117      1.0804      2.9397   1088.9006   1089.1465
           43         118      1.0804      2.9648   1086.9288   1087.1736
           43         119      1.0804      2.9899   1084.9213   1085.1648
           43         120      1.0804      3.0151   1082.8771   1083.1194
           43         121      1.0804      3.0402   1080.7955   1081.0365
           43         122      1.0804      3.0653   1078.6755   1078.9151
           43         123      1.0804      3.0905   1076.5161   1076.7543
           43         124      1.0804      3.1156   1074.3165   1074.5532
           43         125      1.0804      3.1407   1072.0756   1072.3108
           43         126      1.0804      3.1658   1069.7925   1070.0260
           43         127      1.0804      3.1910   1067.4660   1067.6979
           43         128      1.0804      3.2161   1065.0952   1065.3253
           43         129      1.0804      3.2412   1062.6789   1062.9072
           43         130      1.0804      3.2663   1060.2160   1060.4424
           43         131      1.0804      3.2915   1057.7053   1057.9299
           43         132      1.0804      3.3166   1055.1456   1055.3682
           43         133      1.0804      3.3417   1052.5358   1052.7564
           43         134      1.0804      3.3668   1049.8745   1050.0930
           43         135      1.0804      3.3920   1047.1604   1047.3768
           43         136      1.0804      3.4171   1044.3923   1044.6065
           43         137      1.0804      3.4422   1041.5687   1041.7806
           43         138      1.0804      3.4673   1038.6883   1038.8978
           43         139      1.0804      3.4925   1035.7495   1035.9567
           43         140      1.0804      3.5176   1032.7510   1032.9557
           43         141      1.0804      3.5427   1029.6912   1029.8934
           43         142      1.0804      3.5678   1026.5685   1026.7682
           43         143      1.0804      3.5930   1023.3814   1023.5785
           43         144      1.0804      3.6181   1020.1283   1020.3226
           43         145      1.0804      3.6432   1016.8074   1016.9990
           43         146      1.0804      3.6683   1013.4171   1013.6059
           43         147      1.0804      3.6935   1009.9556   1010.1416
           43         148      1.0804      3.7186   1006.4213   1006.6043
           43         149      1.0804      3.7437   1002.8122   1002.9923
           43         150      1.0804      3.7688    999.1266    999.3036
           43         151      1.0804      3.7940    995.3626    995.5365
           43         152      1.0804      3.8191    991.5183    991.6891
           43         153      1.0804      3.8442    987.5919    987.7594
           43         154      1.0804      3.8693    983.5813    983.7455
           43         155      1.0804      3.8945    979.4847    979.6456
           43         156      1.0804      3.9196    975.3002    975.4577
           43         157      1.0804      3.9447    971.0257    971.1797
           43         158      1.0804      3.9698    966.6594    966.8099
           43         159      1.0804      3.9950    962.1993    962.3462
           43         160      1.0804      4.0201    957.6435    957.7867
           43         161      1.0804      4.0452    952.9900    953.1295
           43         162      1.0804      4.0704    948.2371    948.3728
           43         163      1.0804      4.0955    943.3829    943.5148
           43         164      1.0804      4.1206    938.4257    938.5537
           43         165      1.0804      4.1457    933.3637    933.4878
           43         166      1.0804      4.1709    928.1954    928.3155
           43         167      1.0804      4.1960    922.9192    923.0353
           43         168      1.0804      4.2211    917.5338    917.6458
           43         169      1.0804      4.2462    912.0379    912.1457
           43         170      1.0804      4.2714    906.4303    906.5340
           43         171      1.0804      4.2965    900.7101    900.8097
           43         172      1.0804      4.3216    894.8765    894.9719
           43         173      1.0804      4.3467    888.9291    889.0202
           43         174      1.0804      4.3719    882.8673    882.9542
           43         175      1.0804      4.3970    876.6911    876.7738
           43         176      1.0804      4.4221    870.4007    870.4792
           43         177      1.0804      4.4472    863.9966    864.0709
           43         178      1.0804      4.4724    857.4796    857.5497
           43         179      1.0804      4.4975    850.8507    850.9166
           43         180      1.0804      4.5226    844.1114    844.1732
           43         181      1.0804      4.5477    837.2635    837.3213
           43         182      1.0804      4.5729    830.3094    830.3632
           43         183      1.0804      4.5980    823.2515    823.3015
           43         184      1.0804      4.6231    816.0931    816.1392
           43         185      1.0804      4.6482    808.8375    808.8799
           43         186      1.0804      4.6734    801.4887    801.5274
           43         187      1.0804      4.6985    794.0510    794.0862
           43         188      1.0804      4.7236    786.5292    786.5610
           43         189      1.0804      4.7487    778.9286    778.9571
           43         190      1.0804      4.7739    771.2547    771.2800
           43         191      1.0804      4.7990    763.5137    763.5358
           43         192      1.0804      4.8241    755.7118    755.7309
           43         193      1.0804      4.8492    747.8559    747.8721
           43         194      1.0804      4.8744    739.9530    739.9664
           43         195      1.0804      4.8995    732.0106    732.0212
           43         196      1.0804      4.9246    724.0362    724.0440
           43         197      1.0804      4.9497    716.0376    716.0414
           43         198      1.0804      4.9749    708.0229    707.9714
           43         199      1.0804      5.0000    700.0000    700.0000
           44           0      1.1055      0.0000   1200.0000   1200.0000
           44           1      1.1055      0.0251   1199.4374   1199.4415
           44           2      1.1055      0.0503   1198.8746   1198.8829
           44           3      1.1055      0.0754   1198.3116   1198.3240
           44           4      1.1055      0.1005   1197.7481   1197.7647
           44           5      1.1055      0.1256   1197.1841   1197.2048
           44           6      1.1055      0.1508   1196.6193   1196.6442
           44           7      1.1055      0.1759   1196.0537   1196.0827
           44           8      1.1055      0.2010   1195.4872   1195.5202
           44           9      1.1055      0.2261   1194.9195   1194.9566
           44          10      1.1055      0.2513   1194.3505   1194.3918
           44          11      1.1055      0.2764   1193.7801   1193.8255
           44          12      1.1055      0.3015   1193.2082   1193.2576
           44          13      1.1055      0.3266   1192.6345   1192.6880
           44          14      1.1055      0.3518   1192.0590   1192.1165
           44          15      1.1055      0.3769   1191.4815   1191.5431
           44          16      1.1055      0.4020   1190.9019   1190.9674
           44          17      1.1055      0.4271   1190.3200   1190.3895
           44          18      1.1055      0.4523   1189.7357   1189.8092
           44          19      1.1055      0.4774   1189.1487   1189.2262
           44          20      1.1055      0.5025   1188.5591   1188.6405
           44          21      1.1055      0.5276   1187.9666   1188.0519
           44          22      1.1055      0.5528   1187.3710   1187.4602
           44          23      1.1055      0.5779   1186.7723   1186.8654
           44          24      1.1055      0.6030   1186.1703   1186.2672
           44          25      1.1055      0.6281   1185.5647   1185.6655
           44          26      1.1055      0.6533   1184.9556   1185.0601
           44          27      1.1055      0.6784   1184.3426   1184.4509
           44          28      1.1055      0.7035   1183.7257   1183.8377
           44          29      1.1055      0.7286   1183.1047   1183.2205
           44          30      1.1055      0.7538   1182.4795   1182.5989
           44          31      1.1055      0.7789   1181.8498   1181.9728
           44          32      1.1055      0.8040   1181.2155   1181.3422
           44          33      1.1055      0.8291   1180.5765   1180.7068
           44          34      1.1055      0.8543   1179.9326   1180.0664
           44          35      1.1055      0.8794   1179.2836   1179.4209
           44          36      1.1055      0.9045   1178.6293   1178.7701
           44          37      1.1055      0.9296   1177.9697   1178.1139
           44          38      1.1055      0.9548   1177.3044   1177.4521
           44          39      1.1055      0.9799   1176.6334   1176.7845
           44          40      1.1055      1.0050   1175.9565   1176.1109
           44          41      1.1055      1.0302   1175.2735   1175.4311
           44          42      1.1055      1.0553   1174.5841   1174.7451
           44          43      1.1055      1.0804   1173.8883   1174.0525
           44          44      1.1055      1.1055   1173.1859   1173.3532
           44          45      1.1055      1.1307   1172.4766   1172.6471
           44          46      1.1055      1.1558   1171.7603   1171.9339
           44          47      1.1055      1.1809   1171.0368   1171.2134
           44          48      1.1055      1.2060   1170.3059   1170.4855
           44          49      1.1055      1.2312   1169.5675   1169.7500
           44          50      1.1055      1.2563   1168.8212   1169.0066
           44          51      1.1055      1.2814   1168.0669   1168.2552
           44          52      1.1055      1.3065   1167.3044   1167.4956
           44          53      1.1055      1.3317   1166.5336   1166.7275
           44          54      1.1055      1.3568   1165.7541   1165.9507
           44          55      1.1055      1.3819   1164.9658   1165.1651
           44          56      1.1055      1.4070   1164.1685   1164.3704
           44          57      1.1055      1.4322   1163.3619   1163.5664
           44          58      1.1055      1.4573   1162.5459   1162.7529
           44          59      1.1055      1.4824   1161.7202   1161.9296
           44          60      1.1055      1.5075   1160.8845   1161.0964
           44          61      1.1055      1.5327   1160.0387   1160.2530
           44          62      1.1055      1.5578   1159.1826   1159.3991
           44          63      1.1055      1.5829   1158.3158   1158.5346
           44          64      1.1055      1.6080   1157.4382   1157.6592
           44          65      1.1055      1.6332   1156.5494   1156.7726
           44          66      1.1055      1.6583   1155.6493   1155.8745
           44          67      1.1055      1.6834   1154.7376   1154.9648
           44          68      1.1055      1.7085   1153.8140   1154.0432
           44          69      1.1055      1.7337   1152.8783   1153.1094
           44          70      1.1055      1.7588   1151.9302   1152.1632
           44          71      1.1055      1.7839   1150.9694   1151.2042
           44          72      1.1055      1.8090   1149.9956   1150.2322
           44          73      1.1055      1.8342   1149.0087   1149.2469
           44          74      1.1055      1.8593   1148.0082   1148.2480
           44          75      1.1055      1.8844   1146.9939   1147.2353
           44          76      1.1055      1.9095   1145.9655   1146.2084
           44          77      1.1055      1.9347   1144.9226   1145.1670
           44          78      1.1055      1.9598   1143.8651   1144.1108
           44          79      1.1055      1.9849   1142.7925   1143.0395
           44          80      1.1055      2.0101   1141.7045   1141.9528
           44          81      1.1055      2.0352   1140.6008   1140.8504
           44          82      1.1055      2.0603   1139.4811   1139.7318
           44          83      1.1055      2.0854   1138.3450   1138.5968
           44          84      1.1055      2.1106   1137.1922   1137.4450
           44          85      1.1055      2.1357   1136.0223   1136.2760
           44          86      1.1055      2.1608   1134.8350   1135.0896
           44          87      1.1055      2.1859   1133.6298   1133.8852
           44          88      1.1055      2.2111   1132.4064   1132.6626
           44          89      1.1055      2.2362   1131.1644   1131.4213
           44          90      1.1055      2.2613   1129.9035   1130.1610
           44          91      1.1055      2.2864   1128.6231   1128.8812
           44          92      1.1055      2.3116   1127.3229   1127.5815
           44          93      1.1055      2.3367   1126.0025   1126.2615
           44          94      1.1055      2.3618   1124.6614   1124.9208
           44          95      1.1055      2.3869   1123.2991   1123.5589
           44          96      1.1055      2.4121   1121.9153   1122.1753
           44          97      1.1055      2.4372   1120.5094   1120.7696
           44          98      1.1055      2.4623   1119.0810   1119.3413
           44          99      1.1055      2.4874   1117.6296   1117.8899
           44         100      1.1055      2.5126   1116.1546   1116.4150
           44         101      1.1055      2.5377   1114.6556   1114.9159
           44         102      1.1055      2.5628   1113.1320   1113.3922
           44         103      1.1055      2.5879   1111.5833   1111.8433
           44         104      1.1055      2.6131   1110.0090   1110.2687
           44         105      1.1055      2.6382   1108.4084   1108.6678
           44         106      1.1055      2.6633   1106.7811   1107.0400
           44         107      1.1055      2.6884   1105.1263   1105.3848
           44         108      1.1055      2.7136   1103.4434   1103.7014
           44         109      1.1055      2.7387   1101.7319   1101.9894
           44         110      1.1055      2.7638   1099.9912   1100.2479
           44         111      1.1055      2.7889   1098.2204   1098.4765
           44         112      1.1055      2.8141   1096.4190   1096.6743
           44         113      1.1055      2.8392   1094.5863   1094.8407
           44         114      1.1055      2.8643   1092.7215   1092.9750
           44         115      1.1055      2.8894   1090.8239   1091.0765
           44         116      1.1055      2.9146   1088.8927   1089.1443
           44         117      1.1055      2.9397   1086.9272   1087.1777
           44         118      1.1055      2.9648   1084.9266   1085.1759
           44         119      1.1055      2.9899   1082.8900   1083.1381
           44         120      1.1055      3.0151   1080.8166   1081.0634
           44         121      1.1055      3.0402   1078.7055   1078.9510
           44         122      1.1055      3.0653   1076.5559   1076.8000
           44         123      1.1055      3.0905   1074.3668   1074.6095
           44         124      1.1055      3.1156   1072.1373   1072.3784
           44         125      1.1055      3.1407   1069.8665   1070.1060
           44         126      1.1055      3.1658   1067.5532   1067.7910
           44         127      1.1055      3.1910   1065.1965   1065.4327
           44         128      1.1055      3.2161   1062.7954   1063.0298
           44         129      1.1055      3.2412   1060.3488   1060.5814
           44         130      1.1055      3.2663   1057.8556   1058.0862
           44         131      1.1055      3.2915   1055.3146   1055.5433
           44         132      1.1055      3.3166   1052.7246   1052.9513
           44         133      1.1055      3.3417   1050.0846   1050.3092
           44         134      1.1055      3.3668   1047.3931   1047.6156
           44         135      1.1055      3.3920   1044.6491   1044.8693
           44         136      1.1055      3.4171   1041.8511   1042.0691
           44         137      1.1055      3.4422   1038.9979   1039.2136
           44         138      1.1055      3.4673   1036.0880   1036.3014
           44         139      1.1055      3.4925   1033.1202   1033.3311
           44         140      1.1055      3.5176   1030.0929   1030.3013
           44         141      1.1055      3.5427   1027.0048   1027.2106
           44         142      1.1055      3.5678   1023.8542   1024.0575
           44         143      1.1055      3.5930   1020.6398   1020.8403
           44         144      1.1055      3.6181   1017.3598   1017.5576
           44         145      1.1055      3.6432   1014.0128   1014.2078
           44         146      1.1055      3.6683   1010.5971   1010.7892
           44         147      1.1055      3.6935   1007.1110   1007.3002
           44         148      1.1055      3.7186   1003.5529   1003.7392
           44         149      1.1055      3.7437    999.9211   1000.1043
           44         150      1.1055      3.7688    996.2138    996.3939
           44         151      1.1055      3.7940    992.4292    992.6062
           44         152      1.1055      3.8191    988.5657    988.7394
           44         153      1.1055      3.8442    984.6214    984.7918
           44         154      1.1055      3.8693    980.5944    980.7615
           44         155      1.1055      3.8945    976.4831    976.6468
           44         156      1.1055      3.9196    972.2855    972.4457
           44         157      1.1055      3.9447    967.9999    968.1566
           44         158      1.1055      3.9698    963.6245    963.7776
           44         159      1.1055      3.9950    959.1574    959.3068
           44         160      1.1055      4.0201    954.5970    954.7427
           44         161      1.1055      4.0452    949.9414    950.0833
           44         162      1.1055      4.0704    945.1889    945.3271
           44         163      1.1055      4.0955    940.3380    940.4723
           44         164      1.1055      4.1206    935.3871    935.5174
           44         165      1.1055      4.1457    930.3346    930.4609
           44         166      1.1055      4.1709    925.1791    925.3014
           44         167      1.1055      4.1960    919.9193    920.0375
           44         168      1.1055      4.2211    914.5539    914.6680
           44         169      1.1055      4.2462    909.0819    909.1919
           44         170      1.1055      4.2714    903.5024    903.6082
           44         171      1.1055      4.2965    897.8146    897.9162
           44         172      1.1055      4.3216    892.0178    892.1152
           44         173      1.1055      4.3467    886.1118    886.2049
           44         174      1.1055      4.3719    880.0962    880.1851
           44         175      1.1055      4.3970    873.9712    874.0559
           44         176      1.1055      4.4221    867.7372    867.8176
           44         177      1.1055      4.4472    861.3946    861.4708
           44         178      1.1055      4.4724    854.9444    855.0164
           44         179      1.1055      4.4975    848.3878    848.4556
           44         180      1.1055      4.5226    841.7263    841.7900
           44         181      1.1055      4.5477    834.9618    835.0215
           44         182      1.1055      4.5729    828.0966    828.1523
           44         183      1.1055      4.5980    821.1333    821.1850
           44         184      1.1055      4.6231    814.0749    814.1227
           44         185      1.1055      4.6482    806.9248    806.9688
           44         186      1.1055      4.6734    799.6868    799.7271
           44         187      1.1055      4.6985    792.3651    792.4018
           44         188      1.1055      4.7236    784.9642    784.9975
           44         189      1.1055      4.7487    777.4893    777.5191
           44         190      1.1055      4.7739    769.9456    769.9721
           44         191      1.1055      4.7990    762.3388    762.3621
           44         192      1.1055      4.8241    754.6750    754.6951
           44         193      1.1055      4.8492    746.9606    746.9777
           44         194      1.1055      4.8744    739.2022    739.2164
           44         195      1.1055      4.8995    731.4068    731.4181
           44         196      1.1055      4.9246    723.5815    723.5899
           44         197      1.1055      4.9497    715.7336    715.7409
           44         198      1.1055      4.9749    707.8706    707.9350
           44         199      1.1055      5.0000    700.0000    700.0000
           45           0      1.1307      0.0000   1200.0000   1200.0000
           45           1      1.1307      0.0251   1199.4269   1199.4311
           45           2      1.1307      0.0503   1198.8536   1198.8620
           45           3      1.1307      0.0754   1198.2800   1198.2927
           45           4      1.1307      0.1005   1197.7060   1197.7229
           45           5      1.1307      0.1256   1197.1314   1197.1525
           45           6      1.1307      0.1508   1196.5561   1196.5814
           45           7      1.1307      0.1759   1195.9799   1196.0094
           45           8      1.1307      0.2010   1195.4028   1195.4365
           45           9      1.1307      0.2261   1194.8245   1194.8623
           45          10      1.1307      0.2513   1194.2449   1194.2869
           45          11      1.1307      0.2764   1193.6638   1193.7100
           45          12      1.1307      0.3015   1193.0812   1193.1315
           45          13      1.1307      0.3266   1192.4968   1192.5513
           45          14      1.1307      0.3518   1191.9105   1191.9691
           45          15      1.1307      0.3769   1191.3223   1191.3849
           45          16      1.1307      0.4020   1190.7318   1190.7986
           45          17      1.1307      0.4271   1190.1390   1190.2099
           45          18      1.1307      0.4523   1189.5438   1189.6187
           45          19      1.1307      0.4774   1188.9459   1189.0248
           45          20      1.1307      0.5025   1188.3453   1188.4282
           45          21      1.1307      0.5276   1187.7417   1187.8286
           45          22      1.1307      0.5528   1187.1351   1187.2259
           45          23      1.1307      0.5779   1186.5252   1186.6200
           45          24      1.1307      0.6030   1185.9119   1186.0106
           45          25      1.1307      0.6281   1185.2951   1185.3977
           45          26      1.1307      0.6533   1184.6746   1184.7811
           45          27      1.1307      0.6784   1184.0502   1184.1605
           45          28      1.1307      0.7035   1183.4219   1183.5360
           45          29      1.1307      0.7286   1182.7893   1182.9072
           45          30      1.1307      0.7538   1182.1524   1182.2740
           45          31      1.1307      0.7789   1181.5110   1181.6364
           45          32      1.1307      0.8040   1180.8650   1180.9940
           45          33      1.1307      0.8291   1180.2141   1180.3468
           45          34      1.1307      0.8543   1179.5582   1179.6945
           45          35      1.1307      0.8794   1178.8972   1179.0371
           45          36      1.1307      0.9045   1178.2308   1178.3742
           45          37      1.1307      0.9296   1177.5589   1177.7059
           45          38      1.1307      0.9548   1176.8814   1177.0318
           45          39      1.1307      0.9799   1176.1979   1176.3518
           45          40      1.1307      1.0050   1175.5085   1175.6658
           45          41      1.1307      1.0302   1174.8128   1174.9735
           45          42      1.1307      1.0553   1174.1108   1174.2747
           45          43      1.1307      1.0804   1173.4021   1173.5694
           45          44      1.1307      1.1055   1172.6867   1172.8572
           45          45      1.1307      1.1307   1171.9644   1172.1380
           45          46      1.1307      1.1558   1171.2349   1171.4117
           45          47      1.1307      1.1809   1170.4981   1170.6780
           45          48      1.1307      1.2060   1169.7538   1169.9367
           45          49      1.1307      1.2312   1169.0017   1169.1877
           45          50      1.1307      1.2563   1168.2417   1168.4307
           45          51      1.1307      1.2814   1167.4736   1167.6655
           45          52      1.1307      1.3065   1166.6972   1166.8919
           45          53      1.1307      1.3317   1165.9122   1166.1097
           45          54      1.1307      1.3568   1165.1185   1165.3188
           45          55      1.1307      1.3819   1164.3158   1164.5188
           45          56      1.1307      1.4070   1163.5040   1163.7096
           45          57      1.1307      1.4322   1162.6827   1162.8910
           45          58      1.1307      1.4573   1161.8518   1162.0627
           45          59      1.1307      1.4824   1161.0111   1161.2245
           45          60      1.1307      1.5075   1160.1603   1160.3761
           45          61      1.1307      1.5327   1159.2992   1159.5174
           45          62      1.1307      1.5578   1158.4275   1158.6481
           45          63      1.1307      1.5829   1157.5451   1157.7680
           45          64      1.1307      1.6080   1156.6516   1156.8767
           45          65      1.1307      1.6332   1155.7469   1155.9742
           45          66      1.1307      1.6583   1154.8306   1155.0600
           45          67      1.1307      1.6834   1153.9025   1154.1340
           45          68      1.1307      1.7085   1152.9623   1153.1958
           45          69      1.1307      1.7337   1152.0099   1152.2453
           45          70      1.1307      1.7588   1151.0448   1151.2822
           45          71      1.1307      1.7839   1150.0669   1150.3061
           45          72      1.1307      1.8090   1149.0759   1149.3168
           45          73      1.1307      1.8342   1148.0714   1148.3140
           45          74      1.1307      1.8593   1147.0531   1147.2975
           45          75      1.1307      1.8844   1146.0209   1146.2668
           45          76      1.1307      1.9095   1144.9743   1145.2218
           45          77      1.1307      1.9347   1143.9132   1144.1621
           45          78      1.1307      1.9598   1142.8370   1143.0874
           45          79      1.1307      1.9849   1141.7456   1141.9973
           45          80      1.1307      2.0101   1140.6387   1140.8916
           45          81      1.1307      2.0352   1139.5158   1139.7700
           45          82      1.1307      2.0603   1138.3766   1138.6320
           45          83      1.1307      2.0854   1137.2209   1137.4773
           45          84      1.1307      2.1106   1136.0481   1136.3056
           45          85      1.1307      2.1357   1134.8581   1135.1165
           45          86      1.1307      2.1608   1133.6504   1133.9097
           45          87      1.1307      2.1859   1132.4246   1132.6848
           45          88      1.1307      2.2111   1131.1804   1131.4413
           45          89      1.1307      2.2362   1129.9173   1130.1790
           45          90      1.1307      2.2613   1128.6350   1128.8973
           45          91      1.1307      2.2864   1127.3331   1127.5959
           45          92      1.1307      2.3116   1126.0111   1126.2744
